,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
12065,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,3705,3,1984,Female,26,8/29/2019
12066,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5405,2,1990,Female,27,5/10/2023
12067,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5323,1,1983,Male,29,5/10/2023
12068,23 minutes,16,Steuart St at Market St,139,Garfield Square (25th St at Harrison St),4959,3,1988,Male,29,11/29/2019
12069,12 minutes,81,Berry St at 4th St,19,Post St at Kearny St,4987,2,1983,Male,26,2/23/2017
12070,12 minutes,16,Steuart St at Market St,42,San Francisco City Hall (Polk St at Grove St),5577,2,2000,Female,27,10/8/2017
12071,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4809,2,1982,Male,29,12/9/2019
12072,16 minutes,3,Powell St BART Station (Market St at 4th St),368,Myrtle St at Polk St,5012,3,1996,Male,26,8/31/2019
12073,16 minutes,3,Powell St BART Station (Market St at 4th St),76,McCoppin St at Valencia St,5204,2,1986,Male,29,3/21/2018
12074,6 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,4834,2,1980,Male,26,12/25/2018
12075,5 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,5065,3,1992,Male,27,5/10/2023
12076,5 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,5577,3,1969,Male,27,4/11/2018
12077,3 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4740,3,1984,Male,26,4/4/2017
12078,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),11,Davis St at Jackson St,4615,1,1985,Female,27,4/16/2018
12079,27 minutes,21,Montgomery St BART Station (Market St at 2nd St),358,Williams Ave at 3rd St,5401,2,1996,Female,26,8/26/2018
12080,4 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,1535,1,1963,Male,29,5/21/2017
12081,27 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),74,Laguna St at Hayes St,5055,3,1992,Female,26,4/11/2017
12082,10 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,4633,2,1985,Female,29,5/13/2017
12083,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5164,1,1971,Male,27,1/29/2017
12084,10 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,5150,2,1982,Male,29,4/10/2018
12085,10 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5577,3,1984,Male,27,3/23/2019
12086,14 minutes,22,Howard St at Beale St,324,Union Square (Powell St at Post St),5141,3,1997,Female,27,6/30/2019
12087,12 minutes,22,Howard St at Beale St,324,Union Square (Powell St at Post St),310,3,1996,Female,27,5/10/2023
12088,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),6147,3,1992,Male,27,9/14/2017
12089,42 minutes,81,Berry St at 4th St,53,Grove St at Divisadero,5497,3,1982,Female,29,7/29/2018
12090,6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4574,1,1996,Male,26,9/19/2017
12091,19 minutes,16,Steuart St at Market St,4,Cyril Magnin St at Ellis St,4614,3,1989,Male,27,11/11/2017
12092,7 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5577,3,1974,Male,27,9/21/2019
12093,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),122,19th St at Mission St,5441,2,1985,Male,27,1/17/2020
12094,12 minutes,5,Powell St BART Station (Market St at 5th St),72,Page St at Scott St,5273,2,1989,Male,27,2/13/2019
12095,24 minutes,16,Steuart St at Market St,53,Grove St at Divisadero,4752,2,1978,Male,26,5/28/2019
12096,5 minutes,81,Berry St at 4th St,104,4th St at 16th St,4383,1,1985,Female,29,5/10/2023
12097,8 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2950,3,1993,Male,27,8/2/2017
12098,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),75,Market St at Franklin St,4821,3,1991,Male,26,5/10/2023
12099,30 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3034,3,1994,Male,26,7/30/2019
12100,28 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2360,2,1993,Male,26,5/10/2023
12101,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5310,2,1986,Female,27,5/10/2023
12102,6 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,1751,1,1979,Male,29,11/14/2017
12103,17 minutes,16,Steuart St at Market St,104,4th St at 16th St,2120,3,1963,Male,26,12/10/2017
12104,8 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4986,1,1977,Female,26,10/17/2017
12105,9 minutes,3,Powell St BART Station (Market St at 4th St),86,Market St at Dolores St,5133,2,1976,Other,26,5/1/2017
12106,55 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,5319,3,1996,Female,26,5/10/2023
12107,12 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5337,2,1982,Male,26,2/25/2018
12108,12 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5528,2,1982,Male,26,11/22/2019
12109,8 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5577,2,1974,Male,27,5/25/2018
12110,2 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),5324,1,1986,Female,26,10/17/2018
12111,8 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,4414,2,1973,Male,27,5/29/2018
12112,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),41,Golden Gate Ave at Polk St,5301,1,1981,Male,27,9/8/2019
12113,10 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,5217,2,1988,Male,27,12/13/2018
12114,25 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,766,2,1984,Male,27,11/10/2019
12115,38 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,5240,1,1996,Female,27,12/26/2019
12116,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,2774,1,1987,Other,26,1/15/2018
12117,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5369,3,1985,Other,26,5/10/2023
12118,24 minutes,22,Howard St at Beale St,22,Howard St at Beale St,4945,1,1970,Male,27,8/12/2018
12119,39 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5274,3,1988,Male,26,3/20/2018
12120,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),223,16th St Mission BART Station 2,4637,3,1978,Male,29,8/21/2018
12121,19 minutes,5,Powell St BART Station (Market St at 5th St),144,Precita Park,4390,3,1991,Female,29,5/10/2023
12122,7 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,5480,2,1987,Male,27,5/15/2019
12123,36 minutes,22,Howard St at Beale St,359,Williams Ave at Apollo St,5011,2,1987,Female,26,5/10/2023
12124,36 minutes,22,Howard St at Beale St,359,Williams Ave at Apollo St,5320,2,1981,Male,27,8/11/2019
12125,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,5535,1,1969,Male,29,7/3/2017
12126,11 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,4656,2,1977,Female,26,8/31/2017
12127,12 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,4977,2,1973,Male,29,5/10/2023
12128,5 minutes,3,Powell St BART Station (Market St at 4th St),370,Jones St at Post St,5481,3,1989,Female,26,11/17/2018
12129,11 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4554,2,1996,Male,26,8/1/2019
12130,28 minutes,5,Powell St BART Station (Market St at 5th St),42,San Francisco City Hall (Polk St at Grove St),4809,2,1981,Male,29,5/10/2023
12131,3 minutes,81,Berry St at 4th St,91,Berry St at King St,5497,3,1990,Female,29,3/18/2019
12132,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4978,2,1994,Female,26,1/26/2017
12133,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),120,Mission Dolores Park,5506,3,1992,Female,27,5/10/2023
12134,2 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,5112,2,1991,Male,26,5/10/2023
12135,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5497,1,1988,Male,29,5/10/2023
12136,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,1428,1,1985,Male,26,1/29/2017
12137,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,4760,1,1964,Male,27,10/31/2018
12138,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),1506,3,1992,Female,27,8/28/2019
12139,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),369,Hyde St at Post St,1685,3,1987,Male,26,1/22/2020
12140,22 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,4942,2,1964,Male,26,3/2/2018
12141,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5497,1,1989,Male,29,8/27/2018
12142,9 minutes,81,Berry St at 4th St,349,Howard St at Mary St,1756,2,1957,Male,29,5/10/2023
12143,11 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,6147,1,1980,Male,27,5/10/2023
12144,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),11,Davis St at Jackson St,5526,3,1965,Male,27,1/24/2019
12145,2 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,5374,1,1991,Male,26,5/10/2023
12146,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,3687,2,1989,Male,26,11/13/2018
12147,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,59,2,1986,Female,26,4/1/2018
12148,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),126,Esprit Park,27,2,1984,Male,29,1/22/2019
12149,18 minutes,81,Berry St at 4th St,119,18th St at Noe St,2753,3,1986,Female,26,6/7/2017
12150,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5564,2,1991,Male,27,9/30/2017
12151,9 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,5424,2,1989,Female,29,12/30/2017
12152,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),133,Valencia St at 22nd St,4715,2,1980,Male,26,5/10/2023
12153,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),133,Valencia St at 22nd St,5371,2,1979,Female,26,11/25/2017
12154,7 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,5245,1,1986,Male,26,11/27/2018
12155,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,465,3,1995,Male,26,11/22/2019
12156,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5246,3,1965,Male,27,1/2/2019
12157,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),495,2,1985,Male,27,1/25/2017
12158,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),5567,2,1986,Male,26,8/2/2019
12159,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,5243,3,1986,Male,27,8/6/2019
12160,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),71,Broderick St at Oak St,4715,2,1984,Female,26,5/10/2023
12161,10 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),987,1,1962,Male,26,2/9/2020
12162,10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,1073,2,1954,Male,26,11/10/2019
12163,9 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5348,2,1984,Male,26,6/11/2017
12164,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),96,Dolores St at 15th St,4812,1,1986,Male,27,8/10/2017
12165,3 minutes,81,Berry St at 4th St,104,4th St at 16th St,4969,3,1982,Male,27,10/13/2019
12166,10 minutes,5,Powell St BART Station (Market St at 5th St),85,Church St at Duboce Ave,4980,1,1986,Female,29,3/22/2019
12167,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,491,1,1977,Female,27,8/21/2017
12168,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),333,3,1968,Male,26,12/13/2019
12169,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),343,Bryant St at 2nd St,2127,2,1992,Male,26,9/3/2017
12170,4 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5364,2,1990,Female,29,1/10/2017
12171,9 minutes,5,Powell St BART Station (Market St at 5th St),115,Jackson Playground,4946,2,1974,Male,29,7/4/2017
12172,8 minutes,81,Berry St at 4th St,126,Esprit Park,5416,2,1970,Female,26,5/14/2019
12173,8 minutes,81,Berry St at 4th St,126,Esprit Park,4641,3,1967,Male,27,9/1/2018
12174,5 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),282,3,1977,Male,26,5/10/2023
12175,6 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5424,1,1990,Other,29,8/10/2018
12176,5 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,3442,2,1981,Male,26,5/4/2018
12177,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4988,2,1985,Male,27,11/17/2017
12178,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5193,2,1964,Male,26,4/1/2019
12179,8 minutes,81,Berry St at 4th St,126,Esprit Park,4852,2,1987,Male,26,5/10/2023
12180,10 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5331,1,1994,Male,26,1/18/2018
12181,15 minutes,5,Powell St BART Station (Market St at 5th St),141,Valencia St at Cesar Chavez St,5262,1,1989,Male,26,5/10/2023
12182,16 minutes,16,Steuart St at Market St,85,Church St at Duboce Ave,2571,2,1979,Male,26,4/13/2018
12183,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5246,3,1995,Male,27,9/12/2018
12184,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),127,Valencia St at 21st St,4561,2,1990,Male,26,1/24/2019
12185,10 minutes,5,Powell St BART Station (Market St at 5th St),112,Harrison St at 17th St,4318,2,1985,Male,29,2/18/2019
12186,7 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,3619,2,1994,Male,29,7/8/2019
12187,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5570,1,1979,Male,26,5/10/2023
12188,6 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5193,2,1980,Male,26,5/10/2023
12189,6 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,1902,3,1993,Male,26,5/10/2023
12190,9 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,5358,1,1995,Male,27,10/20/2017
12191,9 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,5348,1,1995,Female,26,9/6/2019
12192,19 minutes,3,Powell St BART Station (Market St at 4th St),4,Cyril Magnin St at Ellis St,4733,2,1997,Male,26,5/10/2023
12193,67 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),282,2,1996,Male,26,6/1/2017
12194,67 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),3442,1,1996,Male,26,9/1/2019
12195,67 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),3711,3,1996,Male,26,5/10/2023
12196,36 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4809,3,2000,Male,29,5/10/2023
12197,9 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5570,1,1985,Male,26,2/13/2020
12198,12 minutes,5,Powell St BART Station (Market St at 5th St),99,Folsom St at 15th St,1205,1,1988,Female,26,10/23/2018
12199,11 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,4959,2,1988,Female,29,1/7/2019
12200,7 minutes,3,Powell St BART Station (Market St at 4th St),24,Spear St at Folsom St,4877,3,1976,Male,26,9/14/2017
12201,14 minutes,81,Berry St at 4th St,133,Valencia St at 22nd St,5243,1,1989,Male,27,8/31/2018
12202,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2052,2,1979,Male,26,4/27/2017
12203,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4383,2,1984,Male,29,7/13/2018
12204,131 minutes,30,San Francisco Caltrain (Townsend St at 4th St),336,Potrero Ave and Mariposa St,4370,2,1977,Male,27,7/30/2018
12205,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,5282,3,1995,Male,27,5/10/2023
12206,12 minutes,3,Powell St BART Station (Market St at 4th St),72,Page St at Scott St,4805,3,1985,Female,29,12/8/2019
12207,9 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),2519,3,1981,Male,27,5/10/2023
12208,5 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,5515,2,1988,Male,29,8/24/2018
12209,12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,4747,3,1987,Male,27,3/12/2019
12210,7 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5485,2,1995,Female,26,5/10/2023
12211,21 minutes,22,Howard St at Beale St,114,Rhode Island St at 17th St,5476,2,1993,Female,26,5/10/2023
12212,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5572,2,1988,Female,26,1/9/2018
12213,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),91,Berry St at King St,4822,2,1993,Male,26,5/10/2023
12214,19 minutes,81,Berry St at 4th St,362,Lane St at Revere Ave,4975,3,1987,Male,26,1/15/2017
12215,16 minutes,81,Berry St at 4th St,124,19th St at Florida St,4875,1,1970,Female,26,4/12/2019
12216,15 minutes,81,Berry St at 4th St,125,20th St at Bryant St,5350,2,1969,Male,26,12/24/2019
12217,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4968,1,1992,Male,27,5/10/2023
12218,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),370,Jones St at Post St,5314,3,1993,Male,26,4/15/2019
12219,40 minutes,3,Powell St BART Station (Market St at 4th St),285,Webster St at O'Farrell St,4978,3,2000,Male,26,1/16/2017
12220,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,400,2,1988,Male,29,4/26/2017
12221,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,4557,3,1988,Female,26,3/24/2018
12222,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,410,3,1988,Female,29,10/9/2017
12223,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,858,2,1974,Male,27,5/25/2019
12224,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,5572,3,1961,Male,26,8/27/2017
12225,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),63,Bryant St at 6th St,5159,2,1985,Male,29,1/28/2017
12226,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),1755,1,1976,Female,29,5/10/2023
12227,4 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5541,1,1988,Female,26,10/22/2019
12228,30 minutes,3,Powell St BART Station (Market St at 4th St),126,Esprit Park,1574,1,1990,Male,29,6/16/2019
12229,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),2152,3,1974,Male,27,12/10/2018
12230,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,4747,1,1994,Male,27,5/31/2018
12231,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),139,Garfield Square (25th St at Harrison St),4761,2,1978,Male,27,12/1/2019
12232,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5460,1,1993,Male,26,5/17/2019
12233,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3066,3,1990,Male,27,4/16/2017
12234,6 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,191,2,1982,Male,26,9/20/2018
12235,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),5331,1,1971,Male,26,10/26/2017
12236,13 minutes,3,Powell St BART Station (Market St at 4th St),369,Hyde St at Post St,2884,2,1971,Male,27,12/13/2019
12237,5 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4767,3,1989,Male,27,1/24/2020
12238,10 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,5357,2,1986,Female,27,8/15/2018
12239,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),364,China Basin St at 3rd St,5044,2,1986,Male,27,2/2/2018
12240,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,4533,2,1995,Male,26,5/10/2023
12241,11 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4969,3,1986,Male,27,3/24/2019
12242,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),55,Webster St at Grove St,4928,2,1984,Female,27,11/27/2019
12243,7 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,333,2,1992,Male,26,3/24/2018
12244,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),56,Koshland Park,4773,1,1982,Male,26,6/11/2019
12245,5 minutes,81,Berry St at 4th St,321,5th St at Folsom,5407,2,1996,Male,26,11/19/2018
12246,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),84,Duboce Park,5013,3,1986,Male,27,5/30/2017
12247,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),345,Hubbell St at 16th St,4802,2,1989,Female,26,4/7/2019
12248,11 minutes,81,Berry St at 4th St,43,San Francisco Public Library (Grove St at Hyde St),4973,3,1994,Male,26,2/15/2017
12249,2 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),1619,2,1991,Female,26,12/4/2017
12250,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5497,2,1975,Male,29,10/15/2019
12251,9 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5005,1,1997,Male,27,2/4/2019
12252,8 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5173,2,1997,Male,29,5/10/2023
12253,20 minutes,5,Powell St BART Station (Market St at 5th St),122,19th St at Mission St,1353,1,1987,Female,26,5/12/2017
12254,3 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5050,1,1990,Male,26,10/31/2017
12255,41 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),4978,2,2000,Male,26,3/14/2017
12256,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,4639,2,1986,Male,27,9/16/2017
12257,11 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4569,3,1981,Male,27,5/10/2023
12258,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5005,3,1993,Male,27,7/3/2019
12259,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),1672,2,1963,Male,26,1/7/2018
12260,19 minutes,16,Steuart St at Market St,136,23rd St at San Bruno Ave,4759,3,1986,Male,26,11/20/2019
12261,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5173,3,1978,Male,29,5/14/2019
12262,5 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4390,2,1985,Male,29,5/10/2023
12263,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,4737,1,1981,Male,26,10/16/2017
12264,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),60,8th St at Ringold St,5009,2,1989,Female,29,7/9/2019
12265,10 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),6147,2,1988,Male,27,5/10/2023
12266,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,4945,2,1991,Male,27,5/10/2023
12267,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5082,2,1990,Other,26,3/19/2019
12268,266 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5402,3,1990,Male,26,5/10/2023
12269,27 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),106,Sanchez St at 17th St,2799,2,1980,Female,26,11/24/2017
12270,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,4373,1,1988,Male,29,6/21/2019
12271,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),142,Guerrero Park,5157,3,1993,Male,29,4/1/2017
12272,6 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,4987,2,1992,Male,26,11/14/2017
12273,8 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,1188,1,1982,Female,27,2/13/2018
12274,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),140,Cesar Chavez St at Dolores St,4927,1,1970,Male,29,2/12/2020
12275,1 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),5385,3,1972,Male,26,10/4/2017
12276,12 minutes,3,Powell St BART Station (Market St at 4th St),368,Myrtle St at Polk St,3356,2,1964,Male,26,11/28/2019
12277,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4760,2,1984,Male,27,8/3/2018
12278,11 minutes,22,Howard St at Beale St,74,Laguna St at Hayes St,5417,3,1987,Male,29,1/25/2017
12279,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,4337,2,1988,Male,26,5/20/2019
